1,0.36,-0.11,0.93,0.00,0.00,0.00,-6,-21,1,2,0.50,0.75,-0.48,0.00,0.00,0.00,122,-29,14,3,0.44,0.81,0.39,0.00,0.00,0.00,64,-26,20,4,0.65,0.35,-0.69,0.00,0.00,0.00,153,-40,-52,5,0.02,0.35,0.94,0.00,0.00,0.00,20,-1,-7,6,-0.91,0.34,0.24,0.00,0.00,0.00,55,65,106,
1,0.36,-0.11,0.92,0.06,-0.12,0.00,-6,-21,1,2,0.50,0.75,-0.48,0.00,-0.12,0.00,122,-29,14,3,0.44,0.82,0.40,-3.17,-1.34,-0.92,64,-26,20,4,0.49,0.40,-0.77,15.32,19.78,-8.54,153,-40,-50,5,0.01,0.35,0.94,0.00,0.85,-0.24,20,-1,-7,6,-0.91,0.34,0.23,16.24,21.73,-4.21,57,66,107,
1,0.36,-0.11,0.92,0.06,-0.12,0.00,-6,-21,1,2,0.50,0.75,-0.48,0.00,-0.12,0.00,122,-29,14,3,0.44,0.82,0.40,-3.17,-1.34,-0.92,64,-26,20,4,0.49,0.40,-0.77,15.32,19.78,-8.54,153,-40,-50,5,0.01,0.35,0.94,0.00,0.85,-0.24,20,-1,-7,6,-0.91,0.34,0.23,16.24,21.73,-4.21,57,66,107,
1,0.36,-0.11,0.92,0.06,-0.12,0.00,-6,-21,1,2,0.50,0.75,-0.48,0.00,-0.12,0.00,122,-29,14,3,0.44,0.82,0.40,-3.17,-1.34,-0.92,64,-26,20,4,0.49,0.40,-0.77,15.32,19.78,-8.54,153,-40,-50,5,0.01,0.35,0.94,0.00,0.85,-0.24,20,-1,-7,6,-0.91,0.34,0.23,16.24,21.73,-4.21,57,66,107,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.97,-0.04,-0.20,-0.43,-4.33,0.00,-156,81,-124,2,0.30,0.83,-0.53,-3.42,-0.79,0.55,122,-17,6,3,0.37,0.88,0.33,0.00,-0.31,0.06,70,-21,6,4,0.66,0.37,-0.69,-1.28,0.18,0.49,152,-41,-36,5,-0.42,0.42,0.81,-2.08,-0.31,-3.97,27,23,-9,6,-0.92,0.35,0.17,-0.06,0.37,-0.00,63,67,113,
1,-0.99,-0.12,0.00,0.00,0.00,0.00,-76,82,-27,2,0.27,0.80,-0.58,0.00,0.00,0.00,125,-15,5,3,0.36,0.89,0.30,0.00,0.00,0.00,71,-21,8,4,0.65,0.40,-0.67,0.00,0.00,0.00,149,-39,-35,5,-0.02,0.52,0.86,-0.06,0.12,0.00,30,1,-25,6,-0.92,0.36,0.18,0.00,0.00,0.00,63,66,112,
